cluster,Label
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
6,rice
1,maize
4,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
4,maize
1,maize
1,maize
0,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
0,maize
1,maize
1,maize
1,maize
1,maize
0,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
1,maize
7,chickpea
7,chickpea
0,chickpea
7,chickpea
7,chickpea
0,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
0,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
0,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
0,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
7,chickpea
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
0,kidneybeans
